budget,genres,id,popularity,release_date,revenue,title,vote_average,vote_count,release_year,return,cast,director_name
0,"['Action', 'Adventure', 'Drama', 'History']",4107,7.757913,2002-01-16,773228.0,Bloody Sunday,7.2,54.0,2002.0,0.0,"['James Nesbitt', 'Allan Gildea', 'Gerard Crossan', 'Mary Moulds', 'Carmel McCallion', 'Tim Pigott-Smith', 'Nicholas Farrell', 'Christopher Villiers', 'James Hewitt', 'Declan Duddy', 'Edel Frazer', 'Joanne Lindsay', 'Mike Edwards', 'Gerry Hammond', 'Jason Stammers', 'Ken Williams', 'Bryan Watts', 'Simon Mann', 'Rhidian Bridge', ""Johnny O'Donnell"", 'David Clayton Rogers', ""Sean O'Kane"", 'Thomas McEleney', 'Deirdre Irvine', 'Gerry Newton']",Paul Greengrass
11000000,"['Drama', 'Thriller', 'Romance', 'Crime']",10575,5.186944,2002-02-06,0.0,Heaven,6.8,74.0,2002.0,0.0,"['Cate Blanchett', 'Giovanni Ribisi', 'Remo Girone', 'Stefania Rocca', 'Alessandro Sperduti', 'Mattia Sbragia', 'Stefano Santospago', 'Alberto Di Stasio', 'Giovanni Vettorazzo', 'Gianfranco Barra', 'Vincent Riotta']",Tom Tykwer
0,"['Comedy', 'Romance']",47500,0.302487,2002-02-20,0.0,Pipe Dream,6.5,2.0,2002.0,0.0,"['Mary-Louise Parker', 'Martin Donovan']",John C. Walsh
0,"['Drama', 'Romance']",15720,5.071803,2001-09-13,0.0,The Man from Elysian Fields,5.9,14.0,2001.0,0.0,"['Andy García', 'Mick Jagger', 'Julianna Margulies', 'Olivia Williams', 'Anjelica Huston', 'James Coburn']",George Hickenlooper
1200000,['Comedy'],9260,3.031934,2002-05-24,0.0,Welcome to Collinwood,6.2,50.0,2002.0,0.0,"['William H. Macy', 'Isaiah Washington', 'Sam Rockwell', 'Michael Jeter', 'Luis Guzmán', 'George Clooney', 'Patricia Clarkson', 'Jennifer Esposito', 'Andy Davoli', 'Gabrielle Union']",Anthony Russo
0,"['Drama', 'Romance']",21828,2.076971,1991-03-20,2415396.0,Flirting,6.4,22.0,1991.0,0.0,"['Noah Taylor', 'Thandie Newton', 'Nicole Kidman', 'Bartholomew Rose', 'Felix Nobis', 'Josh Picker', 'Kiri Paramore', 'Marc Aden', 'Les Hill', 'Gregg Palmer', 'Joshua Marshall', 'David Wieland', 'Naomi Watts', 'Jeff Truman', 'Marshall Napier', 'Michael Anthony Williams', 'Craig Black']",John Duigan
0,"['Fantasy', 'Science Fiction', 'Action', 'Adventure']",1682,2.967672,1964-04-29,0.0,Mothra vs. Godzilla,6.4,38.0,1964.0,0.0,"['Akira Takarada', 'Yuriko Hoshi', 'Hiroshi Koizumi', 'Yû Fujiki', 'Emi Ito', 'Yûmi Ito', 'Yoshifumi Tajima', 'Kenji Sahara', 'Jun Tazaki', 'Kenzô Tabu', 'Yutaka Sada', 'Akira Tani', 'Susumu Fujita', 'Ikio Sawamura', 'Ren Yamamoto', 'Yoshio Kosugi', 'Kôzô Nomura', 'Yasuhisa Tsutsumi', 'Shin Ôtomo', 'Senkichi Ômura', 'Miki Yashiro', 'Wataru Ômae', 'Kôji Uno', 'Yutaka Nakayama', 'Toshihiko Furuta', 'Hideo Shibuya', 'Tadashi Okabe', 'Seishirô Kuno', 'Katsumi Tezuka', 'Haruo Nakajima', 'Harold Conway']",Ishirô Honda
150000,"['Fantasy', 'Science Fiction', 'Family']",39462,1.334439,1969-12-20,0.0,Godzilla's Revenge,4.4,18.0,1969.0,0.0,"['Tomonori Yazaki', 'Hideyo Amamoto', 'Sachio Sakai', 'Kazuo Suzuki', 'Kenji Sahara', 'Machiko Naka', 'Shigeki Ishida', 'Midori Uchiyama', 'Yoshifumi Tajima', 'Chôtarô Tôgin', 'Yutaka Sada', 'Yutaka Nakayama', 'Ikio Sawamura', 'Haruo Nakajima', ""'Little Man' Machan"", 'Yû Sekita', 'Osman Yusuf']",Ishirô Honda
650000,"['Science Fiction', 'Horror']",18983,8.07532,1956-04-27,0.0,"Godzilla, King of the Monsters!",6.8,45.0,1956.0,0.0,"['Raymond Burr', 'Frank Iwanaga', 'Takashi Shimura', 'Momoko Kôchi', 'Akira Takarada', 'Akihiko Hirata', 'James Hong']",Ishirô Honda
0,"['Drama', 'Comedy']",41971,0.928494,1988-04-15,0.0,The Moderns,5.6,6.0,1988.0,0.0,"['Keith Carradine', 'Linda Fiorentino', 'John Lone', 'Geneviève Bujold', 'Geraldine Chaplin', 'Wallace Shawn', ""Kevin J. O'Connor""]",Alan Rudolph
0,"['Crime', 'Drama']",33831,9.637341,1979-09-09,0.0,The Onion Field,6.2,29.0,1979.0,0.0,"['John Savage', 'James Woods', 'Franklyn Seales', 'Ted Danson', 'Ronny Cox', 'David Huffman', 'Christopher Lloyd', 'Dianne Hull', 'Priscilla Pointer', 'Beege Barkette', 'Richard Herd', 'Le Tari', 'Richard Venture', 'Lee Weaver', 'Pat Corley', 'K Callan', 'Sandy McPeak', 'Lillian Randolph', 'Ned Wilson', 'William Sanderson']",Harold Becker
2500000,"['Documentary', 'Drama', 'Music']",24348,2.726061,1988-04-29,589244.0,Powaqqatsi,7.4,37.0,1988.0,0.2356976,[],Godfrey Reggio
0,"['Drama', 'Family']",19140,2.40977,1942-07-14,0.0,The Pride of the Yankees,7.1,37.0,1942.0,0.0,"['Gary Cooper', 'Teresa Wright', 'Babe Ruth', 'Walter Brennan', 'Dan Duryea', 'Elsa Janssen', 'Ludwig Stössel', 'Virginia Gilmore', 'Ernie Adams', 'Hardie Albright']",Sam Wood
0,"['Drama', 'Romance']",82545,0.370342,1990-09-28,0.0,Texasville,5.2,9.0,1990.0,0.0,"['Jeff Bridges', 'Cybill Shepherd', 'Annie Potts', 'Randy Quaid', 'Cloris Leachman', 'Timothy Bottoms', 'William McNamara', 'Eileen Brennan']",Peter Bogdanovich
33000000,"['Drama', 'Romance']",37606,8.40852,1989-11-17,1132112.0,Valmont,6.7,50.0,1989.0,0.0343064242424242,"['Colin Firth', 'Annette Bening', 'Meg Tilly', 'Fairuza Balk', 'Siân Phillips', 'Jeffrey Jones', 'Henry Thomas', 'Fabia Drake', 'T.P. McKenna', 'Isla Blair', 'Ian McNeice', 'Aleta Mitchell', 'Ronald Lacey', 'Vincent Schiavelli']",Miloš Forman
0,"['Comedy', 'Family']",34600,0.506874,1997-01-01,0.0,Ernest Goes to Africa,3.5,8.0,1997.0,0.0,"['Jim Varney', 'Linda Kash', 'Jamie Bartlett', 'Claire Marshall', 'Frank Opperman']",John R. Cherry III
0,"['Comedy', 'Family']",39128,1.08121,1998-02-24,0.0,Ernest In The Army,3.3,7.0,1998.0,0.0,"['Jim Varney', 'Ivan D. Lucas']",John R. Cherry III
226188,['Horror'],11868,8.355326,1958-05-08,0.0,Horror of Dracula,7.2,124.0,1958.0,0.0,"['Peter Cushing', 'Christopher Lee', 'Michael Gough', 'Melissa Stribling', 'Carol Marsh', 'Olga Dickie', 'John Van Eyssen', 'Valerie Gaunt', 'Janina Faye', 'Barbara Archer', 'Charles Lloyd Pack', 'George Merritt', 'George Woodbridge', 'George Benson', 'Miles Malleson', 'Geoffrey Bayldon', 'Paul Cole', 'Stedwell Fulcher', 'Humphrey Kent', 'John Maxim', 'Guy Mills', 'Richard Morgan', 'John Mossman', 'Judith Nelmes', 'William Sherwood']",Terence Fisher
0,['Comedy'],12921,2.954184,1983-08-26,0.0,Strange Brew,6.2,53.0,1983.0,0.0,"['Dave Thomas', 'Rick Moranis', 'Max von Sydow', 'Paul Dooley', 'Lynne Griffin', 'Angus MacInnes', 'Roger Dunn', 'Tom Harvey']",Rick Moranis
0,"['Animation', 'Comedy', 'Family', 'Fantasy', 'Science Fiction']",19953,3.37816,1964-03-28,0.0,The Incredible Mr. Limpet,6.4,38.0,1964.0,0.0,"['Don Knotts', 'Carole Cook', 'Jack Weston', 'Andrew Duggan', 'Larry Keating', 'Oscar Beregi Jr.', 'Charles Meredith', 'Elizabeth MacRae', 'Paul Frees']",Arthur Lubin
130000,"['Drama', 'Romance']",53049,0.59091,1992-09-18,799674.0,Claire of the Moon,5.2,6.0,1992.0,6.151338461538462,"['Trisha Todd', 'Karen Trumbo', 'Faith McDevitt', 'Craig Damen', 'Leslie Hidula', 'Caren Graham', 'Sheila Dickenson', 'Patricia Blem', 'Melissa Mitchell', 'Gathering Marbet', 'Sherilyn Lawson', 'Misti Cooper', 'Doug Rouhier']",Nicole Conn
0,"['Action', 'Western']",10772,4.891638,1966-04-05,17277.0,Django,7.1,156.0,1966.0,0.0,"['Franco Nero', 'José Bódalo', 'Loredana Nusciak', 'Ángel Álvarez', 'Eduardo Fajardo', 'Gino Pernice', 'Giovanni Ivan Scratuglia', 'Luciano Rossi', 'Lucio De Santis']",Sergio Corbucci
0,['Western'],77079,0.540326,1987-10-22,0.0,Django Strikes Again,4.6,4.0,1987.0,0.0,"['Franco Nero', 'Christopher Connelly', 'Licinia Lentini', 'William Berger', 'Roberto Posse', 'Donald Pleasence', 'Alessandro Di Chio', 'Rodrigo Obregón', 'Micky', 'Bill Moore', 'Consuelo Reina']",Nello Rossati
0,"['Drama', 'Horror', 'Thriller']",74899,0.519465,1981-05-15,0.0,The Fan,7.3,7.0,1981.0,0.0,"['Lauren Bacall', 'James Garner', 'Maureen Stapleton', 'Héctor Elizondo', 'Michael Biehn', 'Anna Maria Horsford', 'Kurt Johnson']",Ed Bianchi
0,"['Drama', 'Comedy']",120694,0.295987,2001-11-03,299171.0,Festival in Cannes,0.0,0.0,2001.0,0.0,"['Anouk Aimée', 'Ron Silver', 'Greta Scacchi', 'Maximilian Schell', 'Peter Bogdanovich']",Henry Jaglom
0,"['Action', 'Comedy', 'Crime']",12719,2.115753,1990-02-02,6488144.0,Flashback,6.6,24.0,1990.0,0.0,"['Dennis Hopper', 'Kiefer Sutherland', 'Carol Kane', 'Paul Dooley', 'Cliff DeYoung', 'Richard Masur', 'Michael McKean']",Franco Amurri
0,"['Mystery', 'Action', 'Comedy', 'Crime']",25001,8.240643,1982-06-04,0.0,Hanky Panky,6.0,13.0,1982.0,0.0,"['Gene Wilder', 'Gilda Radner', 'Kathleen Quinlan', 'Richard Widmark', 'Robert Prosky', 'Josef Sommer', 'Johnny Sekka', 'Jay O. Sanders', 'Mildred Brion']",Sidney Poitier
0,['Drama'],43438,0.486514,1949-11-30,0.0,The Rocking Horse Winner,5.9,4.0,1949.0,0.0,"['Valerie Hobson', 'John Howard Davies', 'Ronald Squire', 'John Mills', 'Hugh Sinclair', 'Charles Goldner', 'Susan Richards', 'Cyril Smith']",Anthony Pelissier
0,"['Thriller', 'Drama', 'Crime']",3092,2.459915,1964-06-19,0.0,Seance on a Wet Afternoon,7.0,29.0,1964.0,0.0,"['Kim Stanley', 'Richard Attenborough', 'Marian Spencer', 'Judith Donner', 'Margaret Lacey', 'Marie Burke', 'Maria Kazan', 'Lionel Gamlin', 'Godfrey James', 'Ronald Hines', 'Hajni Biro', 'Mark Eden', 'Nanette Newman', 'Diana Lambert', 'Frank Singuineau', 'Gerald Sim', 'Stanley Morgan', 'Maggie Rennie', 'Michael Lees', 'Patrick Magee', 'Arnold Bell']",Bryan Forbes
0,"['Mystery', 'Thriller']",4989,0.674968,1973-01-31,0.0,Shamus,7.6,5.0,1973.0,0.0,"['Burt Reynolds', 'Dyan Cannon', 'John P. Ryan', 'Joe Santos', 'Giorgio Tozzi', 'Ron Weyand', 'Larry Block', 'Beeson Carroll', 'Kevin Conway', 'Kay Frye', 'John Glover']",Buzz Kulik
0,"['Action', 'Comedy']",15313,0.664949,1997-08-01,0.0,The Wrong Guy,7.6,10.0,1997.0,0.0,"['Dave Foley', 'Jennifer Tilly', 'David Anthony Higgins', 'Colm Feore', 'Joe Flaherty', 'Steven Page', 'Ed Robertson', 'Tyler Stewart']",David Steinberg
0,"['Thriller', 'Horror', 'Mystery']",12590,11.19785,2002-10-11,605562.0,Below,6.0,122.0,2002.0,0.0,"['Matthew Davis', 'Bruce Greenwood', 'Olivia Williams', 'Zach Galifianakis', 'Scott Foley', 'Holt McCallany', 'Nick Chinlund', 'Jason Flemyng', 'Andrew Howard', 'Christopher Fairbank', 'Matthew Leitch', 'Jonathan Hartman']",David Twohy
8000000,"['Comedy', 'Romance']",37964,3.142874,2002-10-05,27362712.0,Brown Sugar,7.0,31.0,2002.0,3.420339,"['Sanaa Lathan', 'Taye Diggs', 'Yasiin Bey', 'Queen Latifah', 'Nicole Ari Parker', 'Boris Kodjoe', 'Sterling K. Brown', 'Wendell Pierce', 'Big Daddy Kane', 'Ahmir-Khalib Thompson', 'Kool G. Rap', 'Tariq Trotter', 'Doug E. Fresh', 'Pete Rock', 'Jermaine Dupri', 'Slick Rick', 'Russell Simmons', 'Common', 'Talib Kweli', 'Beanie Sigel', 'Method Man', 'De La Soul']",Rick Famuyiwa
15000000,"['Crime', 'Thriller']",7501,6.557426,2001-09-07,12000000.0,Knockaround Guys,5.9,99.0,2001.0,0.8,"['Barry Pepper', 'Andy Davoli', 'Seth Green', 'Vin Diesel', 'John Malkovich', 'Arthur J. Nascarella', 'Nicholas Pasco', 'Shawn Doyle', 'Kevin Gage', 'Dennis Hopper', 'Andrew Francis', 'John Liddle', 'Kris Lemche', 'Dov Tiefenbach', 'Tom Noonan', 'Catherine Fitch', 'Ceciley Jenkins', 'Jennifer Baxter', 'Josh Mostel', 'Mike Starr', 'Allan Havey', 'Bruce McFee', 'Boyd Banks', 'Angela White', 'Joe Pingue', 'Michael A. Miranda', 'Tony Nappo', 'George Buza', 'Catherine Burdon', 'Frank Pellegrino', 'Lawrence Bender', 'Marty Antonini']",Brian Koppelman
4000000,"['Comedy', 'Drama', 'Romance']",1809,6.781935,2002-10-11,0.0,The Rules of Attraction,6.3,170.0,2002.0,0.0,"['James Van Der Beek', 'Shannyn Sossamon', 'Ian Somerhalder', 'Jessica Biel', 'Kate Bosworth', 'Jay Baruchel', 'Thomas Ian Nicholas', 'Russell Sams', 'Kip Pardue', 'Joel Michaely', 'Clifton Collins Jr', 'Clare Kramer', 'Faye Dunaway', 'Swoosie Kurtz', 'Colin Bain', 'Fred Savage', 'Kavan Reece', 'Ron Jeremy', 'Theresa Wayman']",Roger Avary
15000000,"['Drama', 'Family', 'Fantasy', 'Romance', 'Science Fiction']",13768,5.951492,2002-10-11,19158074.0,Tuck Everlasting,6.4,133.0,2002.0,1.2772049333333333,"['Alexis Bledel', 'William Hurt', 'Sissy Spacek', 'Jonathan Jackson', 'Scott Bairstow', 'Ben Kingsley', 'Amy Irving', 'Victor Garber']",Jay Russell
0,['Drama'],10994,13.75498,2002-10-11,0.0,White Oleander,7.2,111.0,2002.0,0.0,"['Alison Lohman', 'Michelle Pfeiffer', 'Cole Hauser', 'Robin Wright', 'Amy Aquino', 'John Billingsley', 'Solomon Burke Jr.', 'Taryn Manning', 'Melissa Marsala', 'James Lashly', 'Patrick Fugit', 'Billy Connolly', 'Renée Zellweger', 'Melissa McCarthy', 'Elisa Bocanegra', 'Sam Catlin', 'Debra Christofferson', 'Marc Donato', 'Svetlana Efremova', 'Scott Allan Campbell', 'Leila Kenzle', 'Cathy Ladman', 'Drinda Lalumia', 'Biff Yeager', 'Noah Wyle', ""James 'Kimo' Wills"", 'Liz Stauber', 'Mark Soper', 'Samantha Shelton', 'Kali Rocha', 'Allison Munn', 'Brian Mulligan', 'Dallas McKinney', 'Roger McIntyre', 'Daniel Mandehr']",Peter Kosminsky
4000000,['Documentary'],1430,11.393859,2002-10-09,35564473.0,Bowling for Columbine,7.3,467.0,2002.0,8.89111825,"['Michael Moore', 'George H. W. Bush', 'George W. Bush', 'Dick Clark', 'Charlton Heston', 'Jacobo Arbenz', 'Mike Bradley', 'Arthur A. Busch', 'Michael Caldwell', 'Richard Castaldo', 'Bill Clinton', 'Steve Davis', 'Ngo Dinh Diem', 'Mike Epstein', 'Joe Farmer', 'Matt Stone', 'Brooks Brown', 'Dick Herlan', 'Marilyn Manson', 'Chris Rock', 'Salvador Allende']",Michael Moore
0,"['Comedy', 'Documentary']",19973,7.938629,2002-10-25,2744253.0,Comedian,6.8,21.0,2002.0,0.0,"['Jerry Seinfeld', 'Orny Adams', 'Greg Giraldo', 'Jim Norton', 'Sherrod Small', 'Allan Havey', 'Colin Quinn', 'Cynthia Koury', 'George Wallace', 'Robert Klein', 'T. Sean Shannon', 'Gary Greenberg', 'Shawn Seymour', 'Richard Spector', 'Michael Britt', 'Craig Figueiredo', 'Nicole Severine', 'Nicole Beatty', 'Tom Papa', 'Mario Joyner', 'Ray Romano', 'William Stephenson', 'Ángel Salazar', 'Godfrey', 'Dom Irrera', 'Gary Valentine', 'Chris Rock', 'Brad Perry', 'Garry Shandling', 'Kevin Nealon', 'Jay Leno', 'Jimmy Brogan', 'Bill Cosby', 'Mustafa Abuelhija', 'Manny Dworman', 'Estee Adoram', 'Anat Barnes', 'George Shapiro', 'Rory Rosegarten', 'Diane Barnett', 'Chris Mazzilli', 'Jessica Seinfeld', 'Michie Mee', 'Richard Miller', 'Terry Dimonte', 'Brett Walkow', 'Barry Katz', 'John Johnson', 'Tom Pecora', 'Paul Schorsch', 'Henry Benavides', 'Mark Magnusson', 'Daniel McKenna', 'Michael Nelson', 'Mike Lacey', 'Elizabeth Clark', 'Kevin Dochtermann', 'Christopher Misiano']",Christian Charles
0,"['Drama', 'Adventure']",40815,2.264968,1997-12-03,0.0,On Guard,6.5,38.0,1997.0,0.0,"['Daniel Auteuil', 'Vincent Pérez', 'Marie Gillain', 'Claire Nebout', 'Fabrice Luchini', 'Jean-François Stévenin', 'Yann Collette']",Philippe de Broca
0,"['Adventure', 'Fantasy', 'Animation', 'Science Fiction', 'Family']",12600,7.072301,2001-07-06,28023563.0,Pokémon 4Ever: Celebi - Voice of the Forest,5.7,82.0,2001.0,0.0,"['Veronica Taylor', 'Rachael Lillis', 'Maddie Blaustein', 'Ikue Ōtani']",Kunihiko Yuyama
0,"['Adventure', 'Fantasy', 'Animation', 'Science Fiction', 'Family']",12600,7.072301,2001-07-06,28023563.0,Pokémon 4Ever: Celebi - Voice of the Forest,5.7,82.0,2001.0,0.0,"['Veronica Taylor', 'Rachael Lillis', 'Maddie Blaustein', 'Ikue Ōtani']",Kunihiko Yuyama
25000000,"['Comedy', 'Drama', 'Romance']",8051,6.753969,2002-10-25,17000000.0,Punch-Drunk Love,6.9,542.0,2002.0,0.68,"['Adam Sandler', 'Emily Watson', 'Philip Seymour Hoffman', 'Luis Guzmán', 'Mary Lynn Rajskub', 'Robert Smigel', 'Jason Andrews', 'Don McManus', 'David Schrempf', 'Seann Conway', 'Rico Bueno', 'Hazel Mailloux', 'Karen Kilgariff', 'Julie Hermelin', 'Salvador Curiel', 'Jorge Barahona', 'Ernesto Quintero', 'Julius Steuer', 'Lisa Spector', 'Nicole Gelbard', 'Mia Weinberg', 'Karen Hermelin', 'Larry Ring', 'Kerry Gelbard', 'Ashley Clark']",Paul Thomas Anderson
0,"['War', 'Drama', 'History']",70443,0.47396,2002-01-09,0.0,Safe Conduct,5.4,5.0,2002.0,0.0,"['Jacques Gamblin', 'Denis Podalydès', 'Charlotte Kady', 'Marie Desgranges', 'Ged Marlon', 'Philippe Morier-Genoud', 'Laurent Schilling', 'Maria Pitarresi', 'Christian Berkel', 'Richard Sammel', 'Marie Gillain', 'Olivier Gourmet', 'Philippe Saïd', 'Liliane Rovère', 'Götz Burger', 'Serge Riaboukine', 'Didier Sauvegrain', 'Thierry Gibault', 'Christophe Odent', 'Lara Guirao']",Bertrand Tavernier
10000000,"['Comedy', 'Romance']",12779,3.492576,2002-10-11,598645.0,Swept Away,4.8,52.0,2002.0,0.0598645,"['Madonna', 'Adriano Giannini', 'Bruce Greenwood', 'Elizabeth Banks', 'Michael Beattie', 'Jeanne Tripplehorn']",Guy Ritchie
0,['Drama'],146269,0.001677,2000-03-12,0.0,The Young Unknowns,0.0,0.0,2000.0,0.0,"['Devon Gummersall', 'Arly Jover', 'Eion Bailey', 'Leslie Bibb', 'Dale Godboldo', 'Simon Templeman']",Catherine Jelski
25000000,"['Drama', 'Mystery', 'Thriller']",15992,3.485213,2002-10-14,10719357.0,Abandon,4.6,45.0,2002.0,0.42877428,"['Katie Holmes', 'Benjamin Bratt', 'Charlie Hunnam', 'Zooey Deschanel', 'Fred Ward', 'Mark Feuerstein', 'Melanie Lynskey', 'Philip Bosco', 'Gabriel Mann', 'Will McCormack', 'Tony Goldwyn', 'Gabrielle Union', 'Rachelle Lefevre', 'Christopher Dyson']",Stephen Gaghan
28,"['Thriller', 'Action', 'Comedy', 'Crime']",1613,6.368323,2001-12-07,14.0,The 51st State,5.9,173.0,2001.0,0.5,"['Samuel L. Jackson', 'Robert Carlyle', 'Emily Mortimer', 'Meat Loaf', 'Rhys Ifans', 'Sean Pertwee', 'Ricky Tomlinson', 'Michael Starke', 'Anna Keaveney', 'Paul Barber', 'Stephen Walters', 'Nigel Whitmey', 'Mac McDonald', 'Michael J. Reynolds', 'Junix Inocian', 'Jake Abraham', 'Aaron Swartz', 'David Webber', 'Nick Bartlett', 'Angus MacInnes', 'Robert Fyfe', 'Robert Jezek', 'Joan Campion', ""Terry O'Neill"", 'Marc Anwar', 'Paul Broughton']",Ronny Yu
48000000,"['Horror', 'Mystery']",565,13.740965,2002-10-18,249348933.0,The Ring,6.5,1720.0,2002.0,5.1947694375,"['Naomi Watts', 'Martin Henderson', 'David Dorfman', 'Brian Cox', 'Shannon Cochran', 'Daveigh Chase', 'Rachael Bella', 'Jane Alexander', 'Lindsay Frost', 'Amber Tamblyn', 'Sandra Thigpen', 'Richard Lineback', 'Sara Rue', 'Adam Brody', 'Keith Campbell']",Gore Verbinski
7000000,"['Drama', 'Crime']",14112,7.936578,2002-10-18,2062066.0,Auto Focus,6.1,56.0,2002.0,0.2945808571428571,"['Greg Kinnear', 'Willem Dafoe', 'Rita Wilson', 'Maria Bello', 'Ron Leibman', 'Ed Begley Jr.', 'Michael McKean', 'Michael E. Rodgers', 'Bruce Solomon', 'Cheryl Lynn Bowers', 'Lyle Kanouse', 'Donna Marie Recco', 'Kurt Fuller', 'Christopher Neiman', 'Joe Grifasi', 'Vyto Ruginis', 'Alex Meneses', 'Nikita Ager', 'Katie Lohmann', 'John Kapelos', 'Danielle Petty', 'Zen', 'Zero']",Paul Schrader
0,['Documentary'],41324,0.702597,2001-08-02,0.0,Fidel: The Untold Story,7.1,9.0,2001.0,0.0,[],Estela Bravo
0,"['Drama', 'War']",15192,3.166163,2001-09-13,0.0,The Grey Zone,6.3,49.0,2001.0,0.0,"['David Arquette', 'Daniel Benzali', 'Steve Buscemi', 'Harvey Keitel', 'Natasha Lyonne', 'Mira Sorvino']",Tim Blake Nelson
0,"['Comedy', 'Family', 'Fantasy']",49872,2.186679,2002-10-16,100477.0,Hansel & Gretel,5.9,12.0,2002.0,0.0,"['Howie Mandel', 'Taylor Momsen', 'Jacob Smith', 'Delta Burke', 'Alana Austin', 'Gerald McRaney', 'Lynn Redgrave', 'Dakota Fanning', 'Bobcat Goldthwait', 'Sinbad', 'Tom Arnold']",Gary J. Tunnicliffe
3000000,"['Documentary', 'Drama', 'Music', 'Thriller']",21925,2.850011,2002-09-02,13308.0,Naqoyqatsi,6.1,37.0,2002.0,0.004436,[],Godfrey Reggio
0,"['Comedy', 'Drama']",30309,2.363243,2002-01-01,0.0,Real Women Have Curves,5.9,20.0,2002.0,0.0,"['America Ferrera', 'Lupe Ontiveros', 'Ingrid Oliu', 'George Lopez', 'Brian Sites', 'Soledad St. Hilaire', 'Marlene Forte']",Patricia Cardoso
0,"['Mystery', 'Drama', 'Fantasy', 'History']",16646,8.815485,2002-05-22,6723732.0,Russian Ark,7.2,102.0,2002.0,0.0,"['Sergei Dreiden', 'Mariya Kuznetsova', 'Leonid Mozgovoy', 'Maksim Sergeyev', 'Vladimir Baranov', 'Kirill Miller', 'Oleg Palmov']",Alexander Sokurov
0,['Drama'],37288,0.848101,2001-10-13,0.0,Take Care of My Cat,7.2,12.0,2001.0,0.0,"['Yu-won Lee', 'Ok Ji-young', 'Eung-sil Lee', 'Eung-ju Lee', 'Bae Doona', 'Kim Su-hyeon']",Jeong Jae-eun
0,['Drama'],20861,1.076999,2000-01-01,0.0,Tully,6.4,6.0,2000.0,0.0,"['Glenn Fitzgerald', 'Anson Mount', 'Bob Burrus', 'Julianne Nicholson', 'Catherine Kellner']",Hilary Birmingham
48000000,"['Drama', 'Action', 'Thriller', 'Crime']",12647,3.846331,1991-11-01,0.0,Billy Bathgate,5.7,59.0,1991.0,0.0,"['Dustin Hoffman', 'Nicole Kidman', 'Loren Dean', 'Bruce Willis', 'Steve Buscemi', 'Stanley Tucci']",Robert Benton
3700000,"['Animation', 'Drama', 'War']",12477,0.010902,1988-04-16,0.0,Grave of the Fireflies,8.2,974.0,1988.0,0.0,"['Tsutomu Tatsumi', 'Ayano Shiraishi', 'Yoshiko Shinohara', 'Akemi Yamaguchi']",Isao Takahata
3000000,"['Fantasy', 'Horror', 'Thriller']",10285,9.223325,1993-08-13,15938065.0,Jason Goes to Hell: The Final Friday,4.2,197.0,1993.0,5.312688333333333,"['Kane Hodder', 'John D. LeMay', 'Kari Keegan', 'Steven Williams', 'Steven Culp', 'Erin Gray', 'Rusty Schwimmer', 'Richard Gant', 'Leslie Jordan', 'Billy Green Bush', 'Julie Michaels', 'James Gleason']",Adam Marcus
0,"['Action', 'Crime', 'Thriller']",19403,5.266983,1972-10-06,0.0,The Mechanic,6.8,69.0,1972.0,0.0,"['Charles Bronson', 'Jan-Michael Vincent', 'Jill Ireland', 'Tak Kubota', 'Keenan Wynn', 'Frank De Kova', 'Linda Ridgeway', 'James Davidson', 'Lindsay Crosby', 'Steve Cory', 'Celeste Yarnall']",Michael Winner
3500000,"['Drama', 'Music']",11009,13.657204,1977-12-16,237113184.0,Saturday Night Fever,6.5,383.0,1977.0,67.746624,"['John Travolta', 'Karen Lynn Gorney', 'Barry Miller', 'Joseph Cali', 'Julie Bovasso', 'Sam Coppola', 'Denny Dillon', 'Robert Costanzo', 'Fran Drescher', 'Donna Pescow', 'Val Bisoglio', 'Paul Pape', 'Bruce Ornstein', 'Martin Shakar', 'Nina Hansen', 'Lisa Peluso', 'Bert Michaels', 'Robert Weil', 'Shelly Batt']",John Badham
22000000,"['Drama', 'Action', 'Music', 'Romance']",10805,4.860672,1983-07-11,64892670.0,Staying Alive,4.7,93.0,1983.0,2.949666818181818,"['John Travolta', 'Cynthia Rhodes', 'Finola Hughes', 'Steve Inwood', 'Julie Bovasso', 'Steve Bickford', 'Patrick Brady', 'Norma Donaldson', 'Jesse Doran', 'Joyce Hyser', 'Deborah Jenssen', 'Robert Martini', 'Sarah M. Miles', 'Tony Munafo', 'Frank Stallone', 'Charles Ward']",Sylvester Stallone
0,['Horror'],40064,2.130583,1976-03-04,0.0,To the Devil a Daughter,6.0,26.0,1976.0,0.0,"['Richard Widmark', 'Christopher Lee', 'Honor Blackman', 'Denholm Elliott', 'Michael Goodliffe', 'Nastassja Kinski', 'Eva Maria Meineke', 'Anthony Valentine', 'Derek Francis', 'Izabella Telezynska', 'Constantine Gregory', 'Anna Bentinck']",Peter Sykes
0,"['Drama', 'Romance']",17496,4.566587,1980-06-06,0.0,Urban Cowboy,5.7,61.0,1980.0,0.0,"['John Travolta', 'Debra Winger', 'Scott Glenn', 'Madolyn Smith Osborne', 'Barry Corbin', 'Cooper Huckabee', 'James Gammon', 'Bonnie Raitt', 'Jerry Hall', 'Brooke Alderson', 'Mickey Gilley', 'Charlie Daniels', 'Johnny Lee', 'Ed Geldart', 'Betty Murphy']",James Bridges
